epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,41.35436040316756,0.5223468189458657,1.708294432406129,0.5056086796616404
2,0.7654857634839265,0.7415782081097884,1.4765987653160586,0.6481243104082384
3,0.5246914673284643,0.8204195353335328,0.7095627878881983,0.8058109599117322
4,0.400682067600856,0.8629487209007806,2.0376704382672823,0.6450901066568592
5,0.3344882657428612,0.8857215224849754,1.0627403963287336,0.750459727841118
6,0.2865388012897351,0.9018628105643693,0.7523948248912851,0.8041559396837072
7,0.2606148293109802,0.9114877155817541,0.7233711867680572,0.857484369253402
8,0.14372154314764635,0.948697874692026,0.4622141583773002,0.8988598749540272
9,0.1180075239231015,0.9591977710746274,0.4424135144491676,0.9073188672305995
10,0.10976902327528526,0.9618918234359529,0.3733697639214462,0.9178926075763149
11,0.10290911582830309,0.9641944322917865,0.44267158230554976,0.9123758734828982
12,0.10144071541209075,0.9652075801883533,0.41732874098355477,0.9166973151894079
13,0.09572180482378792,0.9661516498192452,0.3857061624220076,0.9200993012136816
14,0.09434308464493525,0.9679707108153537,0.3494785144930598,0.9224898859874955
15,0.09139559533781651,0.9691680674203872,0.3440670518094277,0.9220301581463773
16,0.08515272664728583,0.969973980519929,0.42517479133983005,0.9155939683707246
17,0.08094734538264782,0.9723456676414377,0.3975271146145758,0.9189959543949981
18,0.08313128427479065,0.9707338414423541,0.389156181816013,0.9162375873482899
19,0.07891533846575277,0.9728061894126044,0.3699102942537586,0.9236851783744023
20,0.07186106239814163,0.9743949895231296,0.3731853671155462,0.9229496138286135
21,0.06888851795421287,0.9765594418476132,0.3690999506884701,0.9256160353070982
22,0.06701585924460324,0.9777337723640884,0.36959805204483376,0.9289260757631482
23,0.06341902118963147,0.9783554767551635,0.3686672648323858,0.9263515998528871
24,0.06503006351795217,0.9773883810357133,0.3599178985709344,0.9269032732622288
25,0.06608392588051215,0.9775956158327385,0.36627633618098404,0.9260757631482163
