epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,2.7589852141407296,0.08936424969490432,2.639272932972966,0.14435454211107024
2,2.674339419157435,0.09949572866057242,2.603582339674377,0.18278778962853992
3,2.649714362078087,0.10248912017315617,2.623226725735091,0.088543582199338
4,2.6421818990908763,0.10281148541297289,2.6696555114660514,0.16421478484737037
5,2.6185925077465892,0.11153837297658246,2.5924127933162677,0.17184626700993014
6,2.612897625969513,0.11563701673996638,2.5183899219354404,0.2334497977197499
7,2.599684985387954,0.11833106910129175,2.508771912496552,0.3497609415226186
8,2.592002419099727,0.12150866932234221,2.5568004076250253,0.2808017653549099
9,2.5795612875790344,0.12514679131455939,2.565703750752754,0.32796984185362266
10,2.5785348212415102,0.1252849478459094,2.5414520973403385,0.2509194556822361
11,2.5700539779074574,0.12673559142508461,2.535277265536079,0.3440603162927547
12,2.514281852720367,0.1305579221257685,2.5905063595128173,0.28172122103714603
13,2.5099622391823257,0.13543945290013584,2.512301940170883,0.3537146009562339
14,2.504768827464442,0.13532432245734416,2.5465526964875784,0.2970761309304892
15,2.5040670285561664,0.13527827028022749,2.584571695275147,0.2950533284295697
16,2.5043444230803584,0.13539340072301917,2.567627895663178,0.3295329165134241
17,2.4996868794873888,0.1338506527896106,2.5713477855484554,0.30590290547995586
